date,track,artist
2019-08-17,How Do You Sleep,Sam Smith
2019-08-17,Never Really Over,Katy Perry
2019-08-17,Shotta Flow,NLE Choppa
2019-08-17,Rearview Town,Jason Aldean
2019-08-17,Cash Shit,Megan Thee Stallion  DaBaby
2019-08-17,Better,Khalid
2019-08-17,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-08-17,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-08-17,Baby,Lil Baby   DaBaby
2019-08-17,The Ones That Didn t Make It Back Home,Justin Moore
2019-08-17,Going Bad,Meek Mill  Drake
2019-08-17,Worth It,YK Osiris
2019-08-17,Shallow,Lady Gaga   Bradley Cooper
2019-08-17,Clout,Offset  Cardi B
2019-08-17,Go Loko,YG  Tyga   Jon Z
2019-08-17,Trampoline,SHAED
2019-08-17,Callaita,Bad Bunny   Tainy
2019-08-17,Raised On Country,Chris Young
2019-08-17,Easier,5 Seconds Of Summer
2019-08-17,Call You Mine,The Chainsmokers   Bebe Rexha
2019-08-17,Talk You Out Of It,Florida Georgia Line
2019-08-17,Trust Issues,Drake
2019-08-17,Just Us,DJ Khaled  SZA
2019-08-17,How About Now,Drake
2019-08-17,The Motion,Drake
2019-08-17,One Thing Right,Marshmello   Kane Brown
2019-08-17,Only Human,Jonas Brothers
2019-08-17,Press,Cardi B
2019-08-17,Some Of It,Eric Church
2019-08-17,ME,Taylor Swift  Brendon Urie
2019-08-17,Queen Of Mean,Sarah Jeffery
2019-08-17,Dreams Money Can Buy,Drake
2019-08-17,I Don t Know About You,Chris Lane
2019-08-17,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-08-17,Lalala,Y2K   bbno$
2019-08-17,Living,Dierks Bentley
2019-08-17,Gold Roses,Rick Ross  Drake
2019-08-17,Hate Me,Ellie Goulding   Juice WRLD
2019-08-17,It s You,Ali Gatie
2019-08-17,Southbound,Carrie Underwood
2019-08-17,Earfquake,Tyler  The Creator
2019-08-17,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-08-17,Time,NF
2019-08-17,Hot Shower,Chance The Rapper  MadeinTYO   DaBaby
2019-08-17,Right Back,Khalid  A Boogie Wit da Hoodie
2019-08-17,Uno,Ambjaay
2019-08-17,24 7,Meek Mill  Ella Mai
2019-08-17,Single Again,Big Sean
2019-08-17,Club Paradise,Drake
2019-08-17,Tip Of My Tongue,Kenny Chesney
2019-08-17,Love Ain t,Eli Young Band
2019-08-17,Antisocial,Ed Sheeran   Travis Scott
2019-08-17,Ballin,Mustard  Roddy Ricch
2019-08-17,We Were,Keith Urban
2019-08-17,La La Land,Bryce Vine  YG
2019-08-17,Tap,NAV  Meek Mill
2019-08-17,Fear Inoculum,Tool
2019-08-17,Love You Too Late,Cole Swindell
2019-08-17,Days In The East,Drake
2019-08-17,Rodeo,Lil Nas   Cardi B
2019-08-17,What Happens In A Small Town,Brantley Gilbert   Lindsay Ell
2019-08-17,Daddy,Blueface   Rich The Kid
2019-08-17,Prayed For You,Matt Stell
2019-08-17,Before I Let Go,Beyonce
2019-08-24,Bad Guy,Billie Eilish
2019-08-24,Senorita,Shawn Mendes   Camila Cabello
2019-08-24,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-08-24,Truth Hurts,Lizzo
2019-08-24,Talk,Khalid
2019-08-24,No Guidance,Chris Brown  Drake
2019-08-24,I Don t Care,Ed Sheeran   Justin Bieber
2019-08-24,Ran$om,Lil Tecca
2019-08-24,Goodbyes,Post Malone  Young Thug
2019-08-24,If I Can t Have You,Shawn Mendes
2019-08-24,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign
2019-08-24,Sucker,Jonas Brothers
2019-08-24,Money In The Grave,Drake  Rick Ross
2019-08-24,Someone You Loved,Lewis Capaldi
2019-08-24,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-08-24,Suge,DaBaby
2019-08-24,The Git Up,Blanco Brown
2019-08-24,You Need To Calm Down,Taylor Swift
2019-08-24,Boyfriend,Ariana Grande   Social House
2019-08-24,Beautiful People,Ed Sheeran  Khalid
2019-08-24,Hey Look Ma  I Made It,Panic  At The Disco
2019-08-24,Dancing With A Stranger,Sam Smith   Normani
2019-08-24,Beer Never Broke My Heart,Luke Combs
2019-08-24,Pop Out,Polo G  Lil Tjay
2019-08-24,Without Me,Halsey
2019-08-24,Wow.,Post Malone
2019-08-24,The London,Young Thug  J. Cole   Travis Scott
2019-08-24,Speechless,Dan   Shay
2019-08-24,7 Rings,Ariana Grande
2019-08-24,Happier,Marshmello   Bastille
2019-08-24,All To Myself,Dan   Shay
2019-08-24,Knockin  Boots,Luke Bryan
2019-08-24,My Type,Saweetie
2019-08-24,Baby,Lil Baby   DaBaby
2019-08-24,God s Country,Blake Shelton
2019-08-24,Panini,Lil Nas X
2019-08-24,How Do You Sleep,Sam Smith
2019-08-24,Whiskey Glasses,Morgan Wallen
2019-08-24,Cash Shit,Megan Thee Stallion  DaBaby
2019-08-24,Shotta Flow,NLE Choppa
2019-08-24,Rearview Town,Jason Aldean
2019-08-24,Sweet But Psycho,Ava Max
2019-08-24,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-08-24,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-08-24,Better,Khalid
2019-08-24,One Thing Right,Marshmello   Kane Brown
2019-08-24,Trampoline,SHAED
2019-08-24,Going Bad,Meek Mill  Drake
2019-08-24,Queen Of Mean,Sarah Jeffery
2019-08-24,Never Really Over,Katy Perry
2019-08-24,Clout,Offset  Cardi B
2019-08-24,The Ones That Didn t Make It Back Home,Justin Moore
2019-08-24,Only Human,Jonas Brothers
2019-08-24,Callaita,Bad Bunny   Tainy
2019-08-24,Raised On Country,Chris Young
2019-08-24,Easier,5 Seconds Of Summer
2019-08-24,Go Loko,YG  Tyga   Jon Z
2019-08-24,Talk You Out Of It,Florida Georgia Line
2019-08-24,Gold Roses,Rick Ross  Drake
2019-08-24,Call You Mine,The Chainsmokers   Bebe Rexha
2019-08-24,Press,Cardi B
2019-08-24,I Don t Know About You,Chris Lane
2019-08-24,ME,Taylor Swift  Brendon Urie
2019-08-24,Mac 10,Trippie Redd  Lil Baby   Lil Duke
2019-08-24,Time,NF
2019-08-24,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-08-24,Living,Dierks Bentley
2019-08-24,Southbound,Carrie Underwood
2019-08-24,Just Us,DJ Khaled  SZA
2019-08-24,Lalala,Y2K   bbno$
2019-08-24,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-08-24,It s You,Ali Gatie
2019-08-24,Hate Me,Ellie Goulding   Juice WRLD
2019-08-24,Some Of It,Eric Church
2019-08-24,Love You Too Late,Cole Swindell
2019-08-24,Earfquake,Tyler  The Creator
2019-08-24,Tip Of My Tongue,Kenny Chesney
2019-08-24,Daddy,Blueface   Rich The Kid
2019-08-24,Ballin,Mustard  Roddy Ricch
2019-08-24,We Were,Keith Urban
2019-08-24,Small Talk,Katy Perry
2019-08-24,Prayed For You,Matt Stell
2019-08-24,Right Back,Khalid  A Boogie Wit da Hoodie
2019-08-24,Night Falls,Dove Cameron  Sofia Carson  Booboo Stewart  Cameron Boyce  Thomas Doherty  China Anne McClain   Dylan Playfair
2019-08-24,What Happens In A Small Town,Brantley Gilbert   Lindsay Ell
2019-08-24,On Chill,Wale  Jeremih
2019-08-24,Snake Skin,Trippie Redd
2019-08-24,24 7,Meek Mill  Ella Mai
2019-08-24,Uno,Ambjaay
2019-08-24,Buy My Own Drinks,Runaway June
2019-08-24,Love Ain t,Eli Young Band
2019-08-24,F.N,Lil Tjay
2019-08-24,Baby Sitter,DaBaby  Offset
2019-08-24,Sanguine Paradise,Lil Uzi Vert
2019-08-24,Rodeo,Lil Nas   Cardi B
2019-08-24,What If I Never Get Over You,Lady Antebellum
2019-08-24,Tap,NAV  Meek Mill
2019-08-24,La La Land,Bryce Vine  YG
2019-08-24,Que Pretendes,J Balvin   Bad Bunny
2019-08-24,Single Again,Big Sean
2019-08-31,Senorita,Shawn Mendes   Camila Cabello
2019-08-31,Bad Guy,Billie Eilish
2019-08-31,Truth Hurts,Lizzo
2019-08-31,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-08-31,Ran$om,Lil Tecca
2019-08-31,Talk,Khalid
2019-08-31,No Guidance,Chris Brown  Drake
2019-08-31,I Don t Care,Ed Sheeran   Justin Bieber
2019-08-31,Goodbyes,Post Malone  Young Thug
2019-08-31,If I Can t Have You,Shawn Mendes
2019-08-31,Someone You Loved,Lewis Capaldi
2019-08-31,Sucker,Jonas Brothers
2019-08-31,Money In The Grave,Drake  Rick Ross
2019-08-31,You Need To Calm Down,Taylor Swift
2019-08-31,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-08-31,The Git Up,Blanco Brown
2019-08-31,Suge,DaBaby
2019-08-31,Beautiful People,Ed Sheeran  Khalid
2019-08-31,Lover,Taylor Swift
2019-08-31,Boyfriend,Ariana Grande   Social House
2019-08-31,The London,Young Thug  J. Cole   Travis Scott
2019-08-31,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign
2019-08-31,Dancing With A Stranger,Sam Smith   Normani
2019-08-31,Baby,Lil Baby   DaBaby
2019-08-31,Beer Never Broke My Heart,Luke Combs
2019-08-31,Hot,Young Thug  Gunna
2019-08-31,Pop Out,Polo G  Lil Tjay
2019-08-31,Hey Look Ma  I Made It,Panic  At The Disco
2019-08-31,Wow.,Post Malone
2019-08-31,Without Me,Halsey
2019-08-31,Speechless,Dan   Shay
2019-08-31,Bad Bad Bad,Young Thug  Lil Baby
2019-08-31,Motivation,Normani
2019-08-31,Knockin  Boots,Luke Bryan
2019-08-31,My Type,Saweetie
2019-08-31,How Do You Sleep,Sam Smith
2019-08-31,7 Rings,Ariana Grande
2019-08-31,Panini,Lil Nas X
2019-08-31,Cash Shit,Megan Thee Stallion  DaBaby
2019-08-31,Rearview Town,Jason Aldean
2019-08-31,God s Country,Blake Shelton
2019-08-31,Trampoline,SHAED
2019-08-31,All To Myself,Dan   Shay
2019-08-31,Whiskey Glasses,Morgan Wallen
2019-08-31,Shotta Flow,NLE Choppa
2019-08-31,Only Human,Jonas Brothers
2019-08-31,Slide Away,Miley Cyrus
2019-08-31,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-08-31,One Thing Right,Marshmello   Kane Brown
2019-08-31,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-08-31,The Ones That Didn t Make It Back Home,Justin Moore
2019-08-31,Clout,Offset  Cardi B
2019-08-31,Queen Of Mean,Sarah Jeffery
2019-08-31,Easier,5 Seconds Of Summer
2019-08-31,What s The Move,Young Thug  Lil Uzi Vert
2019-08-31,Callaita,Bad Bunny   Tainy
2019-08-31,On Chill,Wale  Jeremih
2019-08-31,ME,Taylor Swift  Brendon Urie
2019-08-31,I Don t Know About You,Chris Lane
2019-08-31,Just How It Is,Young Thug
2019-08-31,Surf,Young Thug  Gunna
2019-08-31,Call You Mine,The Chainsmokers   Bebe Rexha
2019-08-31,Go Loko,YG  Tyga   Jon Z
2019-08-31,Lalala,Y2K   bbno$
2019-08-31,Never Really Over,Katy Perry
2019-08-31,Raised On Country,Chris Young
2019-08-31,Living,Dierks Bentley
2019-08-31,Press,Cardi B
2019-08-31,Time,NF
2019-08-31,Sup Mate,Young Thug  Future
2019-08-31,Southbound,Carrie Underwood
2019-08-31,Hate Me,Ellie Goulding   Juice WRLD
2019-08-31,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-08-31,Love You Too Late,Cole Swindell
2019-08-31,Won t Be Late,Swae Lee  Drake
2019-08-31,It s You,Ali Gatie
2019-08-31,Tip Of My Tongue,Kenny Chesney
2019-08-31,Heartless,Diplo Presents Thomas Wesley  Morgan Wallen
2019-08-31,Ballin,Mustard  Roddy Ricch
2019-08-31,Prayed For You,Matt Stell
2019-08-31,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-08-31,Light It Up,Young Thug
2019-08-31,Juicy,Doja Cat   Tyga
2019-08-31,Lil Baby,Young Thug
2019-08-31,Right Back,Khalid  A Boogie Wit da Hoodie
2019-08-31,Earfquake,Tyler  The Creator
2019-08-31,F.N,Lil Tjay
2019-08-31,Buy My Own Drinks,Runaway June
2019-08-31,Mac 10,Trippie Redd  Lil Baby   Lil Duke
2019-08-31,What Happens In A Small Town,Brantley Gilbert   Lindsay Ell
2019-08-31,Some Of It,Eric Church
2019-08-31,Ecstasy,Young Thug  Machine Gun Kelly
2019-08-31,What If I Never Get Over You,Lady Antebellum
2019-08-31,Uno,Ambjaay
2019-08-31,Daddy,Blueface   Rich The Kid
2019-08-31,We Were,Keith Urban
2019-08-31,Baby Sitter,DaBaby  Offset
2019-08-31,Takeaway,The Chainsmokers   Illenium  Lennon Stella
2019-08-31,Every Little Thing,Russell Dickerson
2019-08-31,Did It Again,Lil Tecca
2019-09-07,Truth Hurts,Lizzo
2019-09-07,Senorita,Shawn Mendes   Camila Cabello
2019-09-07,Bad Guy,Billie Eilish
2019-09-07,You Need To Calm Down,Taylor Swift
2019-09-07,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-09-07,Ran$om,Lil Tecca
2019-09-07,No Guidance,Chris Brown  Drake
2019-09-07,Talk,Khalid
2019-09-07,I Don t Care,Ed Sheeran   Justin Bieber
2019-09-07,Lover,Taylor Swift
2019-09-07,ME,Taylor Swift  Brendon Urie
2019-09-07,Goodbyes,Post Malone  Young Thug
2019-09-07,Someone You Loved,Lewis Capaldi
2019-09-07,Money In The Grave,Drake  Rick Ross
2019-09-07,Sucker,Jonas Brothers
2019-09-07,If I Can t Have You,Shawn Mendes
2019-09-07,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-09-07,Suge,DaBaby
2019-09-07,The Git Up,Blanco Brown
2019-09-07,Beautiful People,Ed Sheeran  Khalid
2019-09-07,My Type,Saweetie
2019-09-07,Boyfriend,Ariana Grande   Social House
2019-09-07,The Man,Taylor Swift
2019-09-07,Baby,Lil Baby   DaBaby
2019-09-07,The London,Young Thug  J. Cole   Travis Scott
2019-09-07,Dancing With A Stranger,Sam Smith   Normani
2019-09-07,Beer Never Broke My Heart,Luke Combs
2019-09-07,I Forgot That You Existed,Taylor Swift
2019-09-07,Cruel Summer,Taylor Swift
2019-09-07,Pop Out,Polo G  Lil Tjay
2019-09-07,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign
2019-09-07,Without Me,Halsey
2019-09-07,Speechless,Dan   Shay
2019-09-07,Knockin  Boots,Luke Bryan
2019-09-07,Wow.,Post Malone
2019-09-07,How Do You Sleep,Sam Smith
2019-09-07,Hey Look Ma  I Made It,Panic  At The Disco
2019-09-07,The Archer,Taylor Swift
2019-09-07,Hot,Young Thug  Gunna
2019-09-07,Panini,Lil Nas X
2019-09-07,Trampoline,SHAED
2019-09-07,Cash Shit,Megan Thee Stallion  DaBaby
2019-09-07,7 Rings,Ariana Grande
2019-09-07,Only Human,Jonas Brothers
2019-09-07,Paper Rings,Taylor Swift
2019-09-07,God s Country,Blake Shelton
2019-09-07,Whiskey Glasses,Morgan Wallen
2019-09-07,All To Myself,Dan   Shay
2019-09-07,Miss Americana   The Heartbreak Prince,Taylor Swift
2019-09-07,Shotta Flow,NLE Choppa
2019-09-07,I Think He Knows,Taylor Swift
2019-09-07,Good As Hell,Lizzo
2019-09-07,The Ones That Didn t Make It Back Home,Justin Moore
2019-09-07,Bad Bad Bad,Young Thug  Lil Baby
2019-09-07,On Chill,Wale  Jeremih
2019-09-07,Rearview Town,Jason Aldean
2019-09-07,Cornelia Street,Taylor Swift
2019-09-07,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-09-07,One Thing Right,Marshmello   Kane Brown
2019-09-07,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-09-07,Queen Of Mean,Sarah Jeffery
2019-09-07,London Boy,Taylor Swift
2019-09-07,Soon You ll Get Better,Taylor Swift  Dixie Chicks
2019-09-07,Slide Away,Miley Cyrus
2019-09-07,Easier,5 Seconds Of Summer
2019-09-07,Motivation,Normani
2019-09-07,Death By A Thousand Cuts,Taylor Swift
2019-09-07,I Don t Know About You,Chris Lane
2019-09-07,Callaita,Bad Bunny   Tainy
2019-09-07,F.N,Lil Tjay
2019-09-07,Lalala,Y2K   bbno$
2019-09-07,Time,NF
2019-09-07,Living,Dierks Bentley
2019-09-07,Prayed For You,Matt Stell
2019-09-07,Afterglow,Taylor Swift
2019-09-07,Southbound,Carrie Underwood
2019-09-07,False God,Taylor Swift
2019-09-07,It s You,Ali Gatie
2019-09-07,Call You Mine,The Chainsmokers   Bebe Rexha
2019-09-07,Hate Me,Ellie Goulding   Juice WRLD
2019-09-07,Love You Too Late,Cole Swindell
2019-09-07,Juice,Lizzo
2019-09-07,Ballin,Mustard  Roddy Ricch
2019-09-07,Go Loko,YG  Tyga   Jon Z
2019-09-07,Press,Cardi B
2019-09-07,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-09-07,Playing Games,Summer Walker
2019-09-07,Tip Of My Tongue,Kenny Chesney
2019-09-07,Daylight,Taylor Swift
2019-09-07,Raised On Country,Chris Young
2019-09-07,One Man Band,Old Dominion
2019-09-07,It s Nice To Have A Friend,Taylor Swift
2019-09-07,Right Back,Khalid  A Boogie Wit da Hoodie
2019-09-07,Never Really Over,Katy Perry
2019-09-07,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie
2019-09-07,Earfquake,Tyler  The Creator
2019-09-07,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-09-07,Baby Sitter,DaBaby  Offset
2019-09-07,Did It Again,Lil Tecca
2019-09-07,Buy My Own Drinks,Runaway June
2019-09-14,Truth Hurts,Lizzo
2019-09-14,Senorita,Shawn Mendes   Camila Cabello
2019-09-14,Bad Guy,Billie Eilish
2019-09-14,Ran$om,Lil Tecca
2019-09-14,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-09-14,No Guidance,Chris Brown  Drake
2019-09-14,Circles,Post Malone
2019-09-14,I Don t Care,Ed Sheeran   Justin Bieber
2019-09-14,Talk,Khalid
2019-09-14,Goodbyes,Post Malone  Young Thug
2019-09-14,Someone You Loved,Lewis Capaldi
2019-09-14,You Need To Calm Down,Taylor Swift
2019-09-14,Sucker,Jonas Brothers
2019-09-14,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-09-14,Money In The Grave,Drake  Rick Ross
2019-09-14,If I Can t Have You,Shawn Mendes
2019-09-14,Beautiful People,Ed Sheeran  Khalid
2019-09-14,Suge,DaBaby
2019-09-14,Boyfriend,Ariana Grande   Social House
2019-09-14,The Git Up,Blanco Brown
2019-09-14,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign
2019-09-14,My Type,Saweetie
2019-09-14,Lover,Taylor Swift
2019-09-14,The London,Young Thug  J. Cole   Travis Scott
2019-09-14,Dancing With A Stranger,Sam Smith   Normani
2019-09-14,Baby,Lil Baby   DaBaby
2019-09-14,Wow.,Post Malone
2019-09-14,Pop Out,Polo G  Lil Tjay
2019-09-14,Panini,Lil Nas X
2019-09-14,Without Me,Halsey
2019-09-14,Knockin  Boots,Luke Bryan
2019-09-14,How Do You Sleep,Sam Smith
2019-09-14,Beer Never Broke My Heart,Luke Combs
2019-09-14,Speechless,Dan   Shay
2019-09-14,Only Human,Jonas Brothers
2019-09-14,Cash Shit,Megan Thee Stallion  DaBaby
2019-09-14,Trampoline,SHAED
2019-09-14,Hot,Young Thug  Gunna
2019-09-14,Hey Look Ma  I Made It,Panic  At The Disco
2019-09-14,7 Rings,Ariana Grande
2019-09-14,Good As Hell,Lizzo
2019-09-14,One Thing Right,Marshmello   Kane Brown
2019-09-14,Whiskey Glasses,Morgan Wallen
2019-09-14,God s Country,Blake Shelton
2019-09-14,On Chill,Wale  Jeremih
2019-09-14,Shotta Flow,NLE Choppa
2019-09-14,All To Myself,Dan   Shay
2019-09-14,The Ones That Didn t Make It Back Home,Justin Moore
2019-09-14,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-09-14,I Don t Know About You,Chris Lane
2019-09-14,Motivation,Normani
2019-09-14,Bad Bad Bad,Young Thug  Lil Baby
2019-09-14,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-09-14,ME,Taylor Swift  Brendon Urie
2019-09-14,Lalala,Y2K   bbno$
2019-09-14,Rearview Town,Jason Aldean
2019-09-14,Living,Dierks Bentley
2019-09-14,Queen Of Mean,Sarah Jeffery
2019-09-14,Doin  Time,Lana Del Rey
2019-09-14,Time,NF
2019-09-14,The Man,Taylor Swift
2019-09-14,Easier,5 Seconds Of Summer
2019-09-14,Callaita,Bad Bunny   Tainy
2019-09-14,Did It Again,Lil Tecca
2019-09-14,Prayed For You,Matt Stell
2019-09-14,Southbound,Carrie Underwood
2019-09-14,Slide Away,Miley Cyrus
2019-09-14,F.N,Lil Tjay
2019-09-14,Babushka Boi,A$AP Rocky
2019-09-14,Ballin,Mustard  Roddy Ricch
2019-09-14,Cruel Summer,Taylor Swift
2019-09-14,Hate Me,Ellie Goulding   Juice WRLD
2019-09-14,Right Back,Khalid  A Boogie Wit da Hoodie
2019-09-14,I Forgot That You Existed,Taylor Swift
2019-09-14,Love You Too Late,Cole Swindell
2019-09-14,Call You Mine,The Chainsmokers   Bebe Rexha
2019-09-14,Heat,Chris Brown  Gunna
2019-09-14,Press,Cardi B
2019-09-14,No Me Conoce,Jhay Cortez  J Balvin   Bad Bunny
2019-09-14,Out Of Luck,Lil Tecca
2019-09-14,Baguettes In The Face,Mustard featuring NAV  Playboi Carti   A Boogie Wit da Hoodie
2019-09-14,One Man Band,Old Dominion
2019-09-14,It s You,Ali Gatie
2019-09-14,Shots,Lil Tecca
2019-09-14,Tip Of My Tongue,Kenny Chesney
2019-09-14,Juice,Lizzo
2019-09-14,Go Loko,YG  Tyga   Jon Z
2019-09-14,Baby Sitter,DaBaby  Offset
2019-09-14,Bezerk,Big Sean  A$AP Ferg   Hit-Boy
2019-09-14,Good Vibes,Chris Janson
2019-09-14,What Happens In A Small Town,Brantley Gilbert   Lindsay Ell
2019-09-14,Buy My Own Drinks,Runaway June
2019-09-14,Higher Love,Kygo Whitney Houston
2019-09-14,God Only Knows,for KING   COUNTRY
2019-09-14,Wish Wish,DJ Khaled  Cardi B   21 Savage
2019-09-14,The Bones,Maren Morris
2019-09-14,Love Me,Lil Tecca
2019-09-14,La Cancion,J Balvin   Bad Bunny
2019-09-14,We Were,Keith Urban
2019-09-14,Soltera,Lunay  Daddy Yankee   Bad Bunny
2019-09-21,Truth Hurts,Lizzo
2019-09-21,Senorita,Shawn Mendes   Camila Cabello
2019-09-21,Goodbyes,Post Malone  Young Thug
2019-09-21,Circles,Post Malone
2019-09-21,Bad Guy,Billie Eilish
2019-09-21,Ran$om,Lil Tecca
2019-09-21,No Guidance,Chris Brown  Drake
2019-09-21,Take What You Want,Post Malone  Ozzy Osbourne   Travis Scott
2019-09-21,Someone You Loved,Lewis Capaldi
2019-09-21,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-09-21,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-09-21,Talk,Khalid
2019-09-21,I Don t Care,Ed Sheeran   Justin Bieber
2019-09-21,Panini,Lil Nas X
2019-09-21,Hollywood s Bleeding,Post Malone
2019-09-21,Enemies,Post Malone  DaBaby
2019-09-21,Wow.,Post Malone
2019-09-21,Saint-Tropez,Post Malone
2019-09-21,Sucker,Jonas Brothers
2019-09-21,Die For Me,Post Malone  Future   Halsey
2019-09-21,Money In The Grave,Drake  Rick Ross
2019-09-21,On The Road,Post Malone  Meek Mill   Lil Baby
2019-09-21,Beautiful People,Ed Sheeran  Khalid
2019-09-21,You Need To Calm Down,Taylor Swift
2019-09-21,Boyfriend,Ariana Grande   Social House
2019-09-21,Suge,DaBaby
2019-09-21,If I Can t Have You,Shawn Mendes
2019-09-21,Hot Girl Summer,Megan Thee Stallion  Nicki Minaj   Ty Dolla $ign
2019-09-21,A Thousand Bad Times,Post Malone
2019-09-21,My Type,Saweetie
2019-09-21,The Git Up,Blanco Brown
2019-09-21,Baby,Lil Baby   DaBaby
2019-09-21,I m Gonna Be,Post Malone
2019-09-21,Staring At The Sun,Post Malone  SZA
2019-09-21,Dancing With A Stranger,Sam Smith   Normani
2019-09-21,The London,Young Thug  J. Cole   Travis Scott
2019-09-21,Allergic,Post Malone
2019-09-21,Knockin  Boots,Luke Bryan
2019-09-21,How Do You Sleep,Sam Smith
2019-09-21,Without Me,Halsey
2019-09-21,Pop Out,Polo G  Lil Tjay
2019-09-21,Trampoline,SHAED
2019-09-21,Hot,Young Thug  Gunna
2019-09-21,Beer Never Broke My Heart,Luke Combs
2019-09-21,Speechless,Dan   Shay
2019-09-21,Cash Shit,Megan Thee Stallion  DaBaby
2019-09-21,Only Human,Jonas Brothers
2019-09-21,On Chill,Wale  Jeremih
2019-09-21,Lover,Taylor Swift
2019-09-21,Hey Look Ma  I Made It,Panic  At The Disco
2019-09-21,Good As Hell,Lizzo
2019-09-21,Myself,Post Malone
2019-09-21,I Know,Post Malone
2019-09-21,I Don t Know About You,Chris Lane
2019-09-21,One Thing Right,Marshmello   Kane Brown
2019-09-21,Liar,Camila Cabello
2019-09-21,China,Anuel AA  Daddy Yankee  Karol G  Ozuna   J Balvin
2019-09-21,Internet,Post Malone
2019-09-21,Living,Dierks Bentley
2019-09-21,Shameless,Camila Cabello
2019-09-21,Motivation,Normani
2019-09-21,Bad Bad Bad,Young Thug  Lil Baby
2019-09-21,Otro Trago,Sech  Darell  Nicky Jam  Ozuna   Anuel AA
2019-09-21,Time,NF
2019-09-21,Lalala,Y2K   bbno$
2019-09-21,The Ones That Didn t Make It Back Home,Justin Moore
2019-09-21,All To Myself,Dan   Shay
2019-09-21,Self Control,YoungBoy Never Broke Again
2019-09-21,Ballin,Mustard  Roddy Ricch
2019-09-21,Heat,Chris Brown  Gunna
2019-09-21,Prayed For You,Matt Stell
2019-09-21,Callaita,Bad Bunny   Tainy
2019-09-21,Slide Away,Miley Cyrus
2019-09-21,Southbound,Carrie Underwood
2019-09-21,Rearview Town,Jason Aldean
